,Nameabv_x,Name_long_x,Date,Frame No.,bin_0_x,bin_1_x,bin_2_x,bin_3_x,bin_4_x,bin_5_x,bin_6_x,bin_7_x,bin_8_x,Cluster_num_x,Nameabv_y,Name_long_y,bin_0_y,bin_1_y,bin_2_y,bin_3_y,bin_4_y,bin_5_y,bin_6_y,bin_7_y,bin_8_y,Cluster_num_y
60,Joe Biden,JBi,06-Jan-22,8,0.0,0.0,0.0940635936407459,0.008366869697480989,0.0,0.0,0.0,0.0,0.0,0,Joe Biden,JBi,0.0,0.0,0.0,0.05137775425778232,0.0,0.0,0.0,0.0,0.0,0
61,Joe Biden,JBi,06-Jan-22,9,0.0,0.0,0.034915647711769915,0.06022673484294411,0.0,0.0,0.0,0.0,0.0,0,Joe Biden,JBi,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
62,Joe Biden,JBi,06-Jan-22,10,0.0,0.0,0.0,0.0,0.0991228332478572,0.0,0.0,0.2491012426376839,0.0,2,Joe Biden,JBi,0.0,0.0,0.0,0.10762203662639433,0.029175397404977516,0.0,0.0,0.0,0.0,0
63,Joe Biden,JBi,06-Jan-22,11,0.0,0.10656960431661333,0.0,0.05078216033719962,0.0,0.0027285703498255154,0.3182477357865578,0.0,0.21525989923143068,1,Joe Biden,JBi,0.0,0.0,0.0,0.0,0.27167733019561996,0.255841375868842,0.03870778104389777,0.0,0.0,1
64,Joe Biden,JBi,06-Jan-22,12,0.0,0.004375390522638023,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,Joe Biden,JBi,0.0,0.0,0.0,0.01290744568329133,0.0,0.018696811557065762,0.0,0.0,0.0,0
65,Joe Biden,JBi,15-Nov-21,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.003770584360060336,0.11029103693374825,0,Joe Biden,JBi,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
66,Joe Biden,JBi,15-Nov-21,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,Joe Biden,JBi,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
67,Joe Biden,JBi,15-Nov-21,3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.17738213967030358,0.1923427213888776,2,Joe Biden,JBi,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
68,Joe Biden,JBi,15-Nov-21,4,0.0,0.0,0.0,0.0,0.0,0.0,0.02365860887452101,0.0,0.0,0,Joe Biden,JBi,0.0,0.0,0.0,0.0,0.0,0.00398855164961795,0.0,0.0,0.0,0
69,Joe Biden,JBi,15-Nov-21,5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,Joe Biden,JBi,0.0,0.0,0.0,0.0,0.0,0.22609254777959564,0.179086093105283,0.05927060679588661,0.0,2
70,Joe Biden,JBi,15-Nov-21,6,0.0,0.0,0.0,0.0,0.0,0.028546121116456408,0.0,0.0,0.0,0,Joe Biden,JBi,0.01356126212165748,0.47620586168096146,0.03614517459985006,0.15362928250333147,0.0,0.26683720376488923,0.0,0.07615508263147311,0.0009779994825453997,2
71,Joe Biden,JBi,15-Nov-21,7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,Joe Biden,JBi,0.0,0.0,0.0,0.004301496962245077,0.0,0.0,0.0,0.0,0.0,0
72,Joe Biden,JBi,15-Nov-21,8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,Joe Biden,JBi,0.15322002353894643,0.033369359923692166,0.0,0.0254965792939299,0.0,0.11487315926173153,0.0,0.0,0.0,0
73,Joe Biden,JBi,15-Nov-21,9,0.0,0.0888481925147227,0.0,0.0,0.0,0.04269002742973099,0.0,0.13510079930260327,0.0834640808293648,0,Joe Biden,JBi,0.0,0.05048143299962879,0.0,0.0,0.0,0.12685437694038587,0.0,0.0,0.011175341106987091,0
74,Joe Biden,JBi,15-Nov-21,10,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,Joe Biden,JBi,0.030185579157981646,0.0,0.22688000609037007,0.11471152021208392,0.0,0.3162634002728498,0.0,0.0,0.0,2
75,Joe Biden,JBi,15-Nov-21,11,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,Joe Biden,JBi,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
76,Joe Biden,JBi,15-Nov-21,12,0.0,0.0,0.109830447180853,0.0,0.0,0.18795012972349323,0.0,0.0,0.0,0,Joe Biden,JBi,0.04335462571349638,0.0,0.0,0.0,0.0,0.48029624095248913,0.0,0.0,0.0,2
77,Joe Biden,JBi,15-Nov-21,13,0.0,0.0,0.14667254210206665,0.0,0.0,0.0,0.0,0.0,0.0,0,Joe Biden,JBi,0.0,0.0,0.0,0.23359187114516394,0.0,0.0,0.0,0.006221661159291125,0.0,0
78,Joe Biden,JBi,15-Nov-21,14,0.0,0.0,0.0,0.0,0.0,0.10993351098518406,0.0,0.0,0.0,0,Joe Biden,JBi,0.0,0.0,0.0,0.006812634067836526,0.0,0.0,0.0,0.0,0.0,0
79,Joe Biden,JBi,15-Nov-21,15,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,Joe Biden,JBi,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
80,Joe Biden,JBi,01-Jun-21,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,Joe Biden,JBi,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
81,Joe Biden,JBi,01-Jun-21,2,0.10796914977973893,0.0,0.0,0.0,0.0,0.0,0.006497490301949904,0.0,0.0,0,Joe Biden,JBi,0.024036697726344203,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
82,Joe Biden,JBi,01-Jun-21,3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,Joe Biden,JBi,0.0,0.0,0.0,0.0,0.0,0.09547193438349752,0.0,0.007298515958202356,0.0,0
83,Joe Biden,JBi,01-Jun-21,4,0.0,0.0,0.0,0.05076001841218181,0.05129006755102061,0.05896922342108957,0.0,0.0,0.0,0,Joe Biden,JBi,0.0,0.02718231810810451,0.0,0.09452764921911738,0.0,0.0,0.01785012969171501,0.0,0.22379010908949692,0
84,Joe Biden,JBi,01-Jun-21,5,0.0,0.07169021682966445,0.0,0.0,0.0,0.16800155318468818,0.0,0.0,0.0,0,Joe Biden,JBi,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
85,Joe Biden,JBi,01-Jun-21,6,0.0,0.10322727693285005,0.0,0.0,0.0,0.0,0.0,0.006998988013784069,0.006768744588110748,0,Joe Biden,JBi,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
86,Joe Biden,JBi,01-Jun-21,7,0.008191573060143842,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,Joe Biden,JBi,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
87,Joe Biden,JBi,01-Jun-21,8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.11241628801996278,0.01257658390420921,0,Joe Biden,JBi,0.0,0.012794446686920063,0.0,0.029953049410846283,0.0,0.0,0.030343622763372435,0.0,0.0,0
88,Joe Biden,JBi,01-Jun-21,9,0.0,0.0,0.0,0.0,0.02846407456471986,0.0,0.0,0.0,0.0,0,Joe Biden,JBi,0.0,0.0,0.0,0.004000954840048115,0.0,0.0,0.014760516264829548,0.02718678910815467,0.0,0
89,Joe Biden,JBi,01-Jun-21,10,0.0,0.0,0.024958032729535257,0.007260365541184061,0.0,0.008926590976542942,0.030939769596612904,0.07982536599101392,0.0,0,Joe Biden,JBi,0.0,0.0,0.7622888469686051,0.38882795462631625,0.0,0.07781330690228541,0.1242084334182732,0.0,0.0,0
90,Joe Biden,JBi,01-Jun-21,11,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,Joe Biden,JBi,0.0,0.0,0.0,0.009434106038862605,0.0,0.018197771411924885,0.0,0.0,0.0,0
