,Nameabv,Name_long,Date,Frame No.,bin_0,bin_1,bin_2,bin_3,bin_4,bin_5,bin_6,bin_7,bin_8
160,Donald Trump,DTr,20-Jun-20,4,0.0,0.0,0.12893564564963494,0.14875880884178477,0.0,0.08433814221636271,0.030608269271263644,0.0,0.0
161,Donald Trump,DTr,20-Jun-20,5,0.0,0.004938208451962078,0.029185338024243973,0.0,0.20223582135045937,0.09681498865408072,0.03721298609556756,0.0,0.0
162,Donald Trump,DTr,20-Jun-20,6,0.0,0.0,0.0,0.0,0.0,0.2883326498194346,0.06692238080175572,0.04553784028621549,0.0
163,Donald Trump,DTr,20-Jun-20,7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
164,Donald Trump,DTr,20-Jun-20,8,0.045697459015066666,0.07440874495037109,0.08293133210053175,0.22138453280258752,0.13582341149103255,0.11551504771122934,0.0,0.0,0.0
165,Donald Trump,DTr,20-Jun-20,9,0.4901071391378202,0.0028019533727809687,0.8617358582836798,0.0,0.16243790939323954,0.0,0.27805148259896423,0.0,0.8617358582836798
166,Donald Trump,DTr,20-Jun-20,10,0.0,0.0,0.2079578323823315,0.04927031177895688,0.0,0.0,0.0,0.018806372445854508,0.0
167,Donald Trump,DTr,20-Jun-20,11,0.0,0.0,0.15814978931925755,0.09195108152335296,0.0,0.5572443401473872,0.0,0.8617358582836798,0.0
168,Donald Trump,DTr,20-Jun-20,12,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.013730523865379374,0.07061840298625036
169,Donald Trump,DTr,20-Jun-20,13,0.0,0.0,0.28265648602520255,0.18032040680637723,0.21200847388666522,0.0,0.0,0.13059431474394873,0.16896060592124607
170,Donald Trump,DTr,20-Jun-20,14,0.0,0.0,0.6482466849436416,0.35202685615750834,0.3551147850857565,0.11940150964940571,0.0,0.0,0.0
171,Donald Trump,DTr,20-Jun-20,15,0.19841178712687446,0.0,0.3273303094696865,0.009258233682569311,0.3212972814728176,0.0,0.06276514863957228,0.0,0.0
172,Donald Trump,DTr,20-Jun-20,16,0.14940201386261953,0.229817119314292,0.0,0.0,0.03254294597614754,0.0,0.0,0.0,0.0
173,Donald Trump,DTr,20-Jun-20,17,0.0,0.5564846517378869,0.21821292944764376,0.0,0.0,0.06398320879862138,0.0,0.04858651439868636,0.0
