,Unnamed: 0,Nameabv,Name_long,Date,Frame No.,bin_0,bin_1,bin_2,bin_3,bin_4,bin_5,bin_6,bin_7,bin_8,maxbin,Date_Frame
113,113,Donald Trump,DTr,07-Sep-20,3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,07-Sep-20_Frame_3
114,114,Donald Trump,DTr,07-Sep-20,4,0.02116607478785504,0.2373718147788633,0.3686617698922428,0.0,0.0,0.0,0.0,0.0,0.0,2,07-Sep-20_Frame_4
115,115,Donald Trump,DTr,07-Sep-20,5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,07-Sep-20_Frame_5
116,116,Donald Trump,DTr,07-Sep-20,6,0.0,0.0,0.0,0.0,0.0,0.14378692121968206,0.0,0.0,0.0,5,07-Sep-20_Frame_6
117,117,Donald Trump,DTr,07-Sep-20,7,0.029448286072479624,0.0,0.21628222410547696,0.0,0.0,0.0,0.0,0.0,0.0,2,07-Sep-20_Frame_7
118,118,Donald Trump,DTr,07-Sep-20,8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3818856242676265,8,07-Sep-20_Frame_8
119,119,Donald Trump,DTr,07-Sep-20,9,0.0,0.0,0.1351299023607619,0.5616310710754678,0.0,0.5116558452337335,0.0,0.0,0.0,5,07-Sep-20_Frame_9
120,120,Donald Trump,DTr,07-Sep-20,10,0.0,0.0,0.0,0.015033753279326713,0.0,0.0,0.0,0.0,0.0,3,07-Sep-20_Frame_10
121,121,Donald Trump,DTr,07-Sep-20,11,0.0,0.0,0.0,0.04358577049597678,0.0,0.0,0.0,0.0,0.0,3,07-Sep-20_Frame_11
122,122,Donald Trump,DTr,07-Sep-20,12,0.0,0.0,0.0,0.0,0.0,0.0,0.0420612104765894,0.0,0.3777054622186728,8,07-Sep-20_Frame_12
123,123,Donald Trump,DTr,07-Sep-20,13,0.0,0.0,0.020895491295229496,0.0,0.08229180679142156,0.0,0.0,0.0,0.05437978277790589,8,07-Sep-20_Frame_13
124,124,Donald Trump,DTr,07-Sep-20,14,0.0,0.0038141452699692884,0.0,0.769559763806133,0.0,0.0,0.0,0.0,0.0,3,07-Sep-20_Frame_14
125,125,Donald Trump,DTr,07-Sep-20,15,0.0,0.0,0.04696545845447992,0.0,0.0,0.0,0.0,0.0,0.0,2,07-Sep-20_Frame_15
126,126,Donald Trump,DTr,07-Sep-20,16,0.0,0.0,0.0,0.0,0.0,0.0,0.04856308243245888,0.37603969306495794,0.0,7,07-Sep-20_Frame_16
127,127,Donald Trump,DTr,07-Sep-20,17,0.003690877229650113,0.0,0.15591537581811735,0.6913937111033044,0.0,0.0,0.20424789949912991,0.0,0.0,6,07-Sep-20_Frame_17
128,128,Donald Trump,DTr,07-Sep-20,18,0.0,0.769559763806133,0.4909995586176753,0.2997802233741075,0.0,0.0,0.0,0.0,0.0,3,07-Sep-20_Frame_18
129,129,Donald Trump,DTr,07-Sep-20,19,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,07-Sep-20_Frame_19
130,130,Donald Trump,DTr,07-Sep-20,20,0.0713948070553525,0.0,0.2763111002115426,0.0,0.0,0.0,0.0,0.0,0.0,2,07-Sep-20_Frame_20
131,131,Donald Trump,DTr,07-Sep-20,21,0.0,0.0,0.0,0.07318822868225605,0.0,0.0,0.02298785874811643,0.0,0.04195278476156622,8,07-Sep-20_Frame_21
