,Nameabv,Name_long,Date,Frame No.,Sen1,Sen2,Sen3,Sen4,Sen5,Sen6,Sen7,Sen8,Sen9,Sen10,Sen11,Sen12,Sen13,Sen14,Sen15,Sen16
51,JBi,Joe Biden,01-Mar-22,24,0.35,0.5,0.0,0.0,0.16666666666666666,0.0,0.0,0.0,0.05952380952380953,0.0,0.2857142857142857,0.0,0.0,-0.5,0.0,0.35
52,JBi,Joe Biden,01-Mar-22,25,0.0,-0.45,0.25,0.2,0.0,0.0,0.25,0.2,0.0,-0.4000000000000001,0.0,0.0,0.0,0.0,0.0,0.0
53,JBi,Joe Biden,06-Jan-22,1,0.0,0.0,0.0,-0.06666666666666665,0.0,0.0,0.0,-0.10000000000000002,-0.5,-0.5,0.25,0.0,0.0,0.1,0.0,0.0
54,JBi,Joe Biden,06-Jan-22,2,0.5,0.0,0.2,0.2,0.2,0.4,0.4,0.0,0.0,0.0,0.0,0.024999999999999998,0.0,0.0,0.0,0.0
55,JBi,Joe Biden,06-Jan-22,3,0.0,0.0,0.5,0.0,0.0,-0.04999999999999999,0.0,0.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.55
56,JBi,Joe Biden,06-Jan-22,4,0.0,0.0,0.0,-0.20185185185185187,0.125,0.0,0.8,0.0,0.0,0.8,0.0,0.225,0.0,0.5,0.4166666666666667,0.13636363636363635
57,JBi,Joe Biden,06-Jan-22,5,0.0,0.5,0.0,-0.06547619047619048,0.0,0.6,0.0,0.2,0.4,0.6,0.13636363636363635,0.1,0.0,0.0,0.0,0.0
58,JBi,Joe Biden,06-Jan-22,6,0.0,0.0,0.0,0.35,0.0,0.0,1.0,0.25,0.0,0.0,0.10551948051948053,0.3909090909090909,-0.5,0.0,0.0,0.0
59,JBi,Joe Biden,06-Jan-22,7,0.225,0.1,0.0,0.0,-0.025,0.0,-0.08333333333333333,-0.21428571428571427,0.125,0.0,0.0,0.0,0.0,0.3625,0.0,-0.25
60,JBi,Joe Biden,06-Jan-22,8,0.13500000000000004,0.0,0.047222222222222214,-0.033333333333333305,0.0,0.2,0.06999999999999999,-0.1777777777777778,0.0,0.0,0.3666666666666667,0.43333333333333335,0.0,0.0,0.0,0.0
61,JBi,Joe Biden,06-Jan-22,9,0.0,-0.2,0.0,0.0,0.0,-0.0625,0.1,0.2333333333333333,0.0,0.1952380952380952,0.0,-0.2311111111111111,0.16666666666666669,0.0,0.0,0.0
62,JBi,Joe Biden,06-Jan-22,10,0.0,0.0,0.0,0.0,0.0909090909090909,-0.35185185185185186,0.0,0.0,0.3642857142857143,-0.04166666666666666,-0.7,0.04285714285714285,0.0,0.0,0.0,0.0
63,JBi,Joe Biden,06-Jan-22,11,0.2,0.8,-0.5,0.10000000000000002,0.4,0.0,-0.4,0.2333333333333333,0.0,0.0,0.0,0.0,0.375,0.0,0.0,0.0
